FrameNumber,Timestamp,LeftElbowYaw,LeftElbowRoll,RightElbowYaw,RightElbowRoll,LeftShoulderRoll,LeftShoulderPitch,RightShoulderRoll,RightShoulderPitch,LeftWristX,LeftWristY,LeftWristZ,RightWristX,RightWristY,RightWristZ,LeftElbowX,LeftElbowY,LeftElbowZ,RightElbowX,RightElbowY,RightElbowZ,LeftShoulderX,LeftShoulderY,LeftShoulderZ,RightShoulderX,RightShoulderY,RightShoulderZ,LeftWristColorX,LeftWristColorY,RightWristColorX,RightWristColorY,LeftElbowColorX,LeftElbowColorY,RightElbowColorX,RightElbowColorY,LeftShoulderColorX,LeftShoulderColorY,RightShoulderColorX,RightShoulderColorY,origin_x,origin_y,goal_x,goal_y,origin_z,goal_z,is_grasped
286,2024-08-09T16:56:42.9258648+03:30,-24,-11,104,11,49,21,-18,90,-0.5901922,0.12240757,2.112745,0.280463427,-0.2943762,2.42277884,-0.443722844,0.170641571,2.2885437,0.193413973,-0.06463267,2.469473,-0.2565553,0.229265839,2.437746,0.107044965,0.206432968,2.47052884,0,0,0,0,0,0,0,0,0,0,0,0,133.7086944580078,231.6596069335937,154.6110382080078,337.068115234375,3.235257704288736,1.527199994930352,1
287,2024-08-09T16:56:42.9576581+03:30,-21,-11,104,11,50,21,-18,90,-0.593141437,0.122993596,2.115294,0.280448675,-0.2941684,2.42233682,-0.444402248,0.171918109,2.28805518,0.1935415,-0.0643453151,2.46889615,-0.25630942,0.2293835,2.43683434,0.107374534,0.2064775,2.46996522,0,0,0,0,0,0,0,0,0,0,0,0,133.12339782714844,231.1329498291016,154.83644104003906,337.09442138671875,3.01715017704642,1.527199995598402,1
288,2024-08-09T16:56:42.9902689+03:30,-21,-10,104,11,50,21,-18,90,-0.595979333,0.123477452,2.117676,0.2804096,-0.293956071,2.42175412,-0.44511196,0.173070282,2.287576,0.193637475,-0.06404431,2.4683125,-0.256091475,0.229487434,2.43594623,0.107684016,0.206508458,2.46941328,0,0,0,0,0,0,0,0,0,0,0,0,132.83114624023438,231.6034240722656,154.9601593017578,336.9233093261719,2.8277836533450325,1.5271999961784204,1
289,2024-08-09T16:56:43.0233145+03:30,-20,-9,104,11,50,21,-18,90,-0.598686755,0.123887,2.11988044,0.280332744,-0.293748558,2.42108321,-0.445839137,0.174100414,2.28711581,0.193711877,-0.06374018,2.4677217,-0.25589788,0.229576886,2.43508863,0.10797336,0.206525922,2.468877,0,0,0,0,0,0,0,0,0,0,0,0,132.62567138671875,231.3079833984375,154.7718963623047,337.1244506835937,2.663357625263667,1.527199996682007,1
290,2024-08-09T16:56:43.0589406+03:30,-13,-9,103,11,51,20,-18,90,-0.6010634,0.124307655,2.12206244,0.280196667,-0.293573469,2.42039013,-0.446398944,0.175111353,2.2868433,0.19376491,-0.06345398,2.46712613,-0.2557278,0.2296443,2.434247,0.108237676,0.206509709,2.46832252,0,0,0,0,0,0,0,0,0,0,0,0,132.19000244140625,231.25640869140625,154.55838012695312,337.014892578125,2.594919550083769,1.5271999971192336,1
291,2024-08-09T16:56:43.0907986+03:30,-12,-9,103,11,51,20,-18,90,-0.603091,0.12476404,2.12422943,0.2800176,-0.293449134,2.4196558,-0.4467866,0.17610006,2.28679633,0.193802863,-0.06318817,2.46654153,-0.25558126,0.229697391,2.43343449,0.108478032,0.206470191,2.467765,0,0,0,0,0,0,0,0,0,0,0,0,131.9268341064453,231.1299743652344,154.5706787109375,336.9654541015625,3.1164671438962217,1.527199997498845,1
292,2024-08-09T16:56:43.1226207+03:30,-11,-8,103,11,51,20,-18,90,-0.604796946,0.125269517,2.12639141,0.279802,-0.2932331,2.418942,-0.447006971,0.1770967,2.286948,0.193825513,-0.06292358,2.46597242,-0.255452752,0.229743615,2.43266344,0.108703077,0.206417724,2.46721959,0,0,0,0,0,0,0,0,0,0,0,0,131.85458374023438,230.7265014648437,154.73281860351562,336.95233154296875,3.569288080586599,1.5271999978284334,1
293,2024-08-09T16:56:43.1542929+03:30,-10,-7,102,11,51,20,-18,90,-0.6062741,0.1257759,2.128546,0.279540747,-0.2929469,2.41829967,-0.4471243,0.178081408,2.28724623,0.193837151,-0.06266167,2.46542835,-0.255340129,0.229784891,2.431938,0.108912073,0.206357956,2.466692,0,0,0,0,0,0,0,0,0,0,0,0,131.48416137695312,230.5894317626953,154.56997680664062,337.04083251953125,3.962438778888708,1.5271999981145905,1
294,2024-08-09T16:56:43.1875349+03:30,-2,-8,102,11,52,19,-18,90,-0.607584238,0.126298562,2.1306653,0.2792518,-0.292632073,2.4177103,-0.447182417,0.179032192,2.28765655,0.193840981,-0.06240937,2.46491718,-0.255240828,0.229822114,2.43126059,0.109103769,0.206291154,2.46618176,0,0,0,0,0,0,0,0,0,0,0,0,131.437255859375,229.71923828125,154.92434692382812,336.9011535644531,4.303782252768591,1.527199998363039,1
295,2024-08-09T16:56:43.2235834+03:30,-1,-7,107,11,52,19,-17,90,-0.6089619,0.126794323,2.132644,0.278952181,-0.29226476,2.4172945,-0.447365344,0.17988345,2.28801632,0.193839684,-0.06216985,2.4644413,-0.25515312,0.229856,2.43063116,0.109280929,0.2062203,2.46569419,0,0,0,0,0,0,0,0,0,0,0,0,131.12619018554688,229.0722503662109,154.79531860351562,337.015380859375,4.600145371703846,1.527199998578749,1
296,2024-08-09T16:56:43.2538397+03:30,1,-7,106,11,52,19,-17,90,-0.6103017,0.1273133,2.134614,0.278709948,-0.2919158,2.41694,-0.4475571,0.180700421,2.28843665,0.193834171,-0.0619247,2.46399379,-0.255064368,0.229884267,2.43004322,0.109455124,0.206153154,2.46524215,0,0,0,0,0,0,0,0,0,0,0,0,131.03111267089844,229.61087036132807,154.66238403320312,336.993408203125,4.857455398073178,1.5271999987660336,1
297,2024-08-09T16:56:43.2870708+03:30,2,-7,106,11,52,19,-17,90,-0.611584246,0.127858728,2.13657355,0.2785279,-0.291599154,2.416644,-0.447733968,0.181480885,2.28891325,0.193826392,-0.0616906621,2.46359015,-0.254981071,0.229906976,2.42949677,0.109609328,0.20606719,2.46479416,0,0,0,0,0,0,0,0,0,0,0,0,130.92266845703125,229.0751190185547,154.6373291015625,337.0380249023437,4.427995104242795,1.527199998928639,1
298,2024-08-09T16:56:43.3213374+03:30,3,-7,106,11,53,19,-17,90,-0.6127878,0.128419027,2.13851285,0.2783838,-0.2912949,2.41639948,-0.4478798,0.1822307,2.28943777,0.193816438,-0.0614652149,2.46322274,-0.254897,0.22993128,2.4289968,0.109740935,0.205957681,2.46434569,0,0,0,0,0,0,0,0,0,0,0,0,130.78587341308594,228.84060668945312,154.9805908203125,336.96636962890625,4.053861677596908,1.5271999990698168,1
299,2024-08-09T16:56:43.3513422+03:30,5,-7,106,11,53,19,-17,90,-0.613922656,0.129028112,2.14041257,0.27826792,-0.2910535,2.41624713,-0.447997451,0.182942808,2.289999,0.193807021,-0.06125238,2.46289325,-0.254817933,0.2299602,2.42854476,0.109857127,0.205841646,2.463916,0,0,0,0,0,0,0,0,0,0,0,0,130.4416046142578,228.25003051757807,154.47329711914062,337.08380126953125,3.73029451940332,1.5271999991923912,1
300,2024-08-09T16:56:43.3883330+03:30,6,-6,106,11,53,19,-17,90,-0.6151512,0.129648238,2.14215016,0.278189659,-0.29084745,2.416218,-0.448244631,0.183596432,2.29046178,0.193800643,-0.0610711761,2.46262169,-0.254745126,0.229993537,2.428139,0.109961987,0.20572184,2.463509,0,0,0,0,0,0,0,0,0,0,0,0,130.35409545898438,228.10543823242188,154.7696075439453,336.98956298828125,4.102228679758976,1.5271999992988134,1
301,2024-08-09T16:56:43.4187092+03:30,7,-6,106,11,53,19,-17,90,-0.616363764,0.130304486,2.14379668,0.278133035,-0.290640533,2.41625,-0.4485276,0.184233919,2.29091358,0.19379586,-0.0609123074,2.46239543,-0.254676074,0.230037525,2.42778134,0.110055313,0.205596089,2.46312213,0,0,0,0,0,0,0,0,0,0,0,0,130.573486328125,228.0467834472656,154.8026123046875,337.00811767578125,3.85082556894603,1.527199999391212,1
302,2024-08-09T16:56:43.4551362+03:30,13,-7,106,11,54,18,-17,90,-0.6174809,0.131011322,2.14539266,0.27805838,-0.2905094,2.41619563,-0.448770434,0.184864581,2.29140353,0.193791568,-0.0607718639,2.46220469,-0.254613519,0.230087385,2.42746568,0.110124476,0.2054501,2.46273446,0,0,0,0,0,0,0,0,0,0,0,0,130.6131591796875,227.99734497070312,154.76461791992188,336.7882080078125,4.206876814275786,1.5271999994714347,1
303,2024-08-09T16:56:43.4891575+03:30,14,-7,106,11,54,18,-17,90,-0.6184497,0.131762043,2.146957,0.2779994,-0.290474474,2.41651344,-0.448929816,0.185501859,2.29195666,0.193788961,-0.06069667,2.46206141,-0.254559517,0.230139717,2.4271884,0.110163808,0.205275461,2.46233988,0,0,0,0,0,0,0,0,0,0,0,0,130.6842041015625,227.86184692382807,154.9785919189453,336.8771667480469,3.861894310276398,1.527199999541086,1
304,2024-08-09T16:56:43.5215354+03:30,15,-6,106,11,54,18,-17,90,-0.619306564,0.132531077,2.14847922,0.277936637,-0.2904875,2.41708732,-0.449038833,0.186132491,2.29255366,0.193781748,-0.06068421,2.46197343,-0.254516244,0.230194509,2.42694926,0.110182382,0.2050745,2.46194649,0,0,0,0,0,0,0,0,0,0,0,0,130.6009521484375,227.80618286132807,154.8011474609375,336.8910827636719,4.216486978097198,1.5271999996015593,1
305,2024-08-09T16:56:43.5548474+03:30,16,-6,107,11,54,18,-17,90,-0.620069742,0.1332955,2.14994478,0.277889371,-0.2905557,2.41783357,-0.4491215,0.1867321,2.29318953,0.193747357,-0.0608097762,2.46210647,-0.254481256,0.23024945,2.42674279,0.11019621,0.204865992,2.461581,0,0,0,0,0,0,0,0,0,0,0,0,130.5114288330078,227.7871856689453,154.5943603515625,337.11090087890625,4.524353385479941,1.5271999996540635,1
306,2024-08-09T16:56:43.5906090+03:30,17,-6,107,11,54,18,-17,90,-0.6207621,0.1340443,2.15135169,0.2778432,-0.2906372,2.41872525,-0.4491879,0.18729572,2.29384255,0.193683714,-0.0611067228,2.4624486,-0.254453152,0.230302691,2.42656422,0.1102042,0.204644546,2.46123958,0,0,0,0,0,0,0,0,0,0,0,0,130.68017578125,227.3844146728516,154.75030517578125,336.96533203125,4.138800609857984,1.527199999699649,1
307,2024-08-09T16:56:43.6238709+03:30,15,-7,107,11,55,18,-17,90,-0.621446431,0.1347572,2.15265679,0.2777844,-0.290812254,2.41939473,-0.4492836,0.187811449,2.29444242,0.193611875,-0.0615085773,2.46283221,-0.25443244,0.2303538,2.42641354,0.110206433,0.204419941,2.46092224,0,0,0,0,0,0,0,0,0,0,0,0,130.8034210205078,227.855712890625,154.90916442871094,337.111328125,4.456904097147486,1.5271999997392276,1
308,2024-08-09T16:56:43.6580482+03:30,15,-6,106,11,55,18,-17,91,-0.622094154,0.135423556,2.15389085,0.2777164,-0.2910463,2.41989636,-0.449381649,0.188285261,2.29501653,0.193528175,-0.0619450547,2.46321726,-0.254418075,0.230404511,2.42628884,0.110220589,0.204209179,2.46065664,0,0,0,0,0,0,0,0,0,0,0,0,130.81781005859375,228.1312866210937,154.70599365234375,337.092041015625,4.733089666379938,1.5271999997735908,1
309,2024-08-09T16:56:43.6891003+03:30,16,-6,106,11,55,18,-17,91,-0.622684836,0.136044055,2.15506768,0.277634,-0.291282743,2.42020416,-0.449460447,0.18872349,2.29557538,0.193450108,-0.0624352,2.46360922,-0.254409373,0.230453536,2.42618632,0.110242538,0.204007357,2.46043253,0,0,0,0,0,0,0,0,0,0,0,0,131.09271240234375,228.2147521972656,154.74200439453125,336.91143798828125,4.972881028939989,1.5271999998034258,1
